clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Machining_Process_end,Y1_OutputVoltage,Machining_Process_Repositioning,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,Machining_Process_Layer 2 Up,S1_ActualVelocity,Machining_Process_Starting,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0515,7.92,0.836,0.0977,False,16.1,False,-1.54e-05,222.0,223.0,False,53.4,False,19.1,53.3,0.158,0,1
4.0,6,326.0,324.0,6.0,321.0,29.5,29.5,0.0514,5.27,0.83,0.0788,False,15.6,False,-2.93e-05,227.0,228.0,False,53.3,False,20.3,53.3,0.159,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0478,6.75,1.02,0.107,False,15.3,False,-2.9e-05,233.0,233.0,False,53.3,False,22.0,53.3,0.197,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.0519,7.38,0.879,0.0866,False,13.7,False,-3.17e-05,238.0,239.0,False,53.3,False,22.9,53.3,0.169,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0511,5.77,0.941,0.0661,False,13.6,False,-1.53e-05,243.0,244.0,False,53.3,False,17.4,53.3,0.182,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0533,6.95,1.0,0.0706,False,12.5,False,-3.22e-05,249.0,249.0,False,53.3,False,19.6,53.3,0.192,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0484,5.63,0.988,0.11,False,13.5,False,-2.85e-05,254.0,255.0,False,53.2,False,25.0,53.3,0.19,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.055,5.44,0.848,0.115,False,14.5,False,-1.56e-05,259.0,260.0,False,53.3,False,18.9,53.3,0.164,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0537,4.34,0.955,0.106,False,14.4,False,0.0,265.0,265.0,False,53.3,False,22.1,53.3,0.185,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0504,6.77,1.02,0.098,False,12.3,False,-2.27e-05,270.0,271.0,False,53.3,False,20.4,53.3,0.196,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0473,5.5,0.744,0.125,False,15.0,False,-2.18e-05,275.0,276.0,False,53.5,False,13.9,53.3,0.14,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0524,4.55,1.04,0.154,False,14.7,False,-2.3e-05,281.0,281.0,False,53.2,False,24.1,53.3,0.201,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0514,5.1,0.93,0.162,False,15.1,False,-3.1e-05,286.0,287.0,False,53.3,False,22.5,53.3,0.18,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.05,7.1,0.805,0.0544,False,12.1,False,-1.5e-05,291.0,292.0,False,53.3,False,18.3,53.3,0.154,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0519,7.08,1.11,0.0883,False,15.2,False,-7.79e-06,297.0,297.0,False,53.2,False,25.0,53.3,0.213,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0538,4.26,0.828,0.105,False,15.8,False,-7.35e-06,302.0,303.0,False,53.4,False,17.8,53.3,0.156,0,1
4.0,6,325.0,323.0,6.0,321.0,29.5,29.5,0.0537,7.24,0.837,0.131,False,15.2,False,6.06e-05,307.0,308.0,False,53.3,False,20.7,53.3,0.16,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0967,9.34,1.02,0.106,False,15.2,False,0.000365,313.0,313.0,False,53.3,False,22.3,53.3,0.197,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0735,9.61,0.884,0.0769,False,11.2,False,0.000483,318.0,319.0,False,53.3,False,19.6,53.3,0.169,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0796,12.2,0.938,0.157,False,12.7,False,0.000668,323.0,324.0,False,53.3,False,16.7,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0832,13.9,0.985,0.0621,False,10.5,False,0.000892,329.0,329.0,False,53.3,False,19.7,53.3,0.189,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0913,14.0,0.984,0.12,False,9.34,False,0.00111,334.0,335.0,False,53.3,False,26.2,53.3,0.19,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.105,14.9,0.835,0.0457,False,5.74,False,0.00131,339.0,340.0,False,53.4,False,19.1,53.3,0.161,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0996,13.7,0.952,0.0254,False,2.69,False,0.00125,345.0,345.0,False,53.3,False,22.2,53.3,0.184,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0945,14.3,0.992,0.0239,False,2.23,False,0.00115,350.0,351.0,False,53.3,False,20.0,53.3,0.192,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0931,14.5,0.73,0.0184,False,2.0,False,0.00115,355.0,356.0,False,53.5,False,12.2,53.3,0.138,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.086,13.7,1.05,0.0209,False,0.989,False,0.00108,361.0,361.0,False,53.2,False,24.4,53.3,0.202,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0852,13.8,0.947,0.0194,False,1.97,False,0.00107,366.0,367.0,False,53.3,False,23.7,53.3,0.182,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.107,12.8,0.799,0.0212,False,1.96,False,0.0013,371.0,372.0,False,53.3,False,18.6,53.3,0.153,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0921,14.6,1.1,0.0206,False,2.12,False,0.00113,377.0,377.0,False,53.2,False,24.3,53.3,0.211,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.072,12.7,0.829,0.0224,False,0.65,False,0.000872,382.0,383.0,False,53.4,False,16.9,53.3,0.156,0,1
4.0,6,323.0,323.0,6.0,319.0,29.5,29.5,0.0847,14.0,0.824,0.0217,False,1.82,False,0.00104,387.0,388.0,False,53.3,False,20.3,53.3,0.158,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.106,15.4,1.01,0.0204,False,4.99,False,0.00135,393.0,393.0,False,53.3,False,22.5,53.3,0.196,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0991,15.3,0.869,0.0386,False,1.1,False,0.00125,398.0,399.0,False,53.4,False,22.1,53.3,0.167,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0915,15.8,0.937,0.0188,False,2.09,False,0.00119,403.0,404.0,False,53.3,False,16.5,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,317.0,29.5,29.5,0.105,13.0,0.803,0.0158,False,1.5,False,0.00125,410.0,411.0,False,53.4,False,19.4,53.3,0.154,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.113,15.9,0.979,0.0187,False,1.43,False,0.00141,414.0,415.0,False,53.3,False,26.3,53.3,0.188,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.102,15.2,0.838,0.0236,False,1.56,False,0.00128,419.0,420.0,False,53.4,False,18.0,53.3,0.163,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.088,12.9,0.947,0.0178,False,1.29,False,0.00107,425.0,425.0,False,53.3,False,21.9,53.3,0.183,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0826,12.7,0.984,0.0215,False,2.25,False,0.00108,430.0,431.0,False,53.3,False,19.5,53.3,0.19,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.115,15.0,0.741,0.0228,False,1.85,False,0.00143,435.0,436.0,False,53.5,False,12.3,53.3,0.141,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.102,14.6,1.06,0.0223,False,1.43,False,0.00125,441.0,441.0,False,53.2,False,24.4,53.3,0.205,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0841,14.1,0.946,0.0197,False,1.78,False,0.00102,446.0,447.0,False,53.3,False,22.2,53.3,0.182,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.0794,14.1,0.804,0.0194,False,2.01,False,0.000987,451.0,452.0,False,53.3,False,18.3,53.3,0.155,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.105,14.4,1.13,0.0184,False,1.37,False,0.00134,457.0,457.0,False,53.2,False,24.6,53.3,0.216,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.102,15.1,0.829,0.0204,False,0.431,False,0.00127,462.0,463.0,False,53.4,False,18.7,53.3,0.156,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0746,13.4,0.824,0.0175,False,1.69,False,0.00087,467.0,468.0,False,53.4,False,18.8,53.3,0.158,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.083,14.5,1.0,0.0234,False,0.986,False,0.00107,473.0,473.0,False,53.3,False,22.3,53.3,0.194,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0931,15.0,0.871,0.0206,False,2.34,False,0.00119,478.0,479.0,False,53.4,False,21.2,53.3,0.167,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.112,13.7,0.936,0.106,False,7.72,False,0.00132,483.0,484.0,False,53.3,False,16.5,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0704,11.9,1.0,0.0495,False,7.29,False,0.000818,489.0,489.0,False,53.3,False,19.9,53.3,0.192,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.083,12.8,0.978,0.113,False,10.8,False,0.000855,494.0,495.0,False,53.3,False,23.5,53.3,0.188,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.11,12.5,0.83,0.0804,False,11.3,False,0.000934,499.0,500.0,False,53.4,False,20.7,53.3,0.161,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0688,9.7,0.97,0.0703,False,11.3,False,0.000424,505.0,505.0,False,53.3,False,22.0,53.3,0.187,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.082,9.13,1.0,0.143,False,15.8,False,0.000272,510.0,511.0,False,53.3,False,18.5,53.3,0.195,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0801,7.53,0.755,0.131,False,15.2,False,5.61e-05,515.0,516.0,False,53.5,False,15.6,53.3,0.143,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0581,4.88,1.05,0.0642,False,12.1,False,-8.54e-06,521.0,521.0,False,53.2,False,24.7,53.3,0.203,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0525,7.05,0.957,0.091,False,13.9,False,-7.67e-06,526.0,527.0,False,53.3,False,20.8,53.3,0.185,0,1
4.0,6,325.0,324.0,6.0,321.0,29.5,29.5,0.0539,5.66,0.813,0.127,False,14.7,False,0.0,531.0,532.0,False,53.3,False,21.5,53.3,0.155,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0523,6.23,1.12,0.127,False,16.3,False,-1.46e-05,537.0,537.0,False,53.1,False,25.1,53.3,0.213,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0511,5.32,0.839,0.146,False,15.2,False,-2.21e-05,542.0,543.0,False,53.5,False,15.6,53.3,0.158,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.102,14.7,0.816,0.0227,False,2.44,False,0.00126,547.0,548.0,False,53.3,False,22.4,53.3,0.156,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0899,14.6,1.01,0.0239,False,2.48,False,0.0011,553.0,553.0,False,53.3,False,22.1,53.3,0.195,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0841,13.9,0.873,0.0282,False,2.08,False,0.00108,558.0,559.0,False,53.4,False,19.1,53.3,0.167,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0932,14.3,0.949,0.0256,False,2.18,False,0.00121,563.0,564.0,False,53.3,False,21.5,53.3,0.184,0,1
4.0,6,326.0,325.0,6.0,318.0,29.5,29.5,0.112,15.0,0.999,0.0319,False,2.57,False,0.00136,569.0,569.0,False,53.3,False,20.2,53.3,0.19,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.102,8.14,0.978,0.074,False,13.9,False,0.000262,574.0,575.0,False,53.3,False,23.1,53.3,0.188,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.0689,8.84,0.824,0.078,False,13.2,False,0.000262,579.0,580.0,False,53.4,False,21.0,53.3,0.159,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.112,10.1,0.945,0.0718,False,12.5,False,0.000661,585.0,585.0,False,53.3,False,21.9,53.3,0.182,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.108,12.1,0.987,0.102,False,12.8,False,0.000799,590.0,591.0,False,53.3,False,17.7,53.3,0.191,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.101,10.1,0.747,0.102,False,11.8,False,0.000878,595.0,596.0,False,53.5,False,15.2,53.3,0.141,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0893,12.1,1.04,0.047,False,7.7,False,0.00094,601.0,601.0,False,53.2,False,24.5,53.3,0.199,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0816,14.2,0.938,0.0558,False,7.3,False,0.000962,606.0,607.0,False,53.3,False,21.6,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.0912,13.8,0.795,0.0673,False,5.42,False,0.0011,611.0,612.0,False,53.3,False,21.6,53.3,0.152,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0955,14.8,1.1,0.0652,False,8.81,False,0.00119,617.0,617.0,False,53.2,False,23.8,53.3,0.21,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0935,14.6,0.832,0.0797,False,5.67,False,0.00112,622.0,623.0,False,53.4,False,16.0,53.3,0.156,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.102,14.2,0.82,0.0621,False,5.32,False,0.00126,627.0,628.0,False,53.4,False,21.5,53.3,0.157,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.102,12.3,0.993,0.0617,False,5.29,False,0.00125,633.0,633.0,False,53.3,False,22.1,53.3,0.191,0,1
4.0,6,326.0,325.0,6.0,320.0,29.5,29.5,0.105,15.4,0.762,0.0651,False,6.28,False,0.0013,639.0,639.0,False,53.4,False,18.7,53.3,0.147,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.113,13.2,0.951,0.0633,False,4.69,False,0.00149,643.0,644.0,False,53.3,False,20.1,53.3,0.183,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.105,14.3,0.999,0.0603,False,5.13,False,0.00128,649.0,649.0,False,53.3,False,19.3,53.3,0.192,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.1,12.9,0.954,0.064,False,4.81,False,0.00129,654.0,655.0,False,53.3,False,22.9,53.3,0.183,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.109,11.5,0.82,0.062,False,5.92,False,0.00135,659.0,660.0,False,53.4,False,20.4,53.3,0.158,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0867,10.9,0.922,0.0568,False,5.5,False,0.0011,665.0,666.0,False,53.3,False,24.1,53.3,0.178,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.111,14.6,0.99,0.0631,False,6.5,False,0.00135,670.0,671.0,False,53.3,False,17.8,53.3,0.191,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0925,14.2,0.749,0.0616,False,5.06,False,0.00121,675.0,676.0,False,53.5,False,15.1,53.3,0.141,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0876,13.6,1.04,0.0624,False,4.88,False,0.0011,681.0,681.0,False,53.2,False,24.3,53.3,0.201,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.254,14.6,0.93,0.0605,False,5.66,False,0.00198,686.0,687.0,False,53.3,False,19.6,53.3,0.179,0,1
4.0,6,325.0,324.0,6.0,320.0,29.5,29.5,0.106,14.2,0.796,0.0965,False,7.35,False,0.00131,691.0,692.0,False,53.3,False,21.2,53.3,0.152,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0743,14.3,1.1,0.103,False,9.29,False,0.000887,697.0,697.0,False,53.2,False,24.3,53.3,0.211,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.105,14.2,0.84,0.136,False,11.5,False,0.00116,702.0,703.0,False,53.5,False,17.4,53.3,0.158,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.112,12.1,0.813,0.143,False,13.2,False,0.00117,707.0,708.0,False,53.4,False,21.2,53.3,0.155,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0945,12.7,1.01,0.0857,False,10.9,False,0.000852,713.0,713.0,False,53.3,False,21.6,53.3,0.195,0,1
4.0,6,326.0,325.0,6.0,320.0,29.5,29.5,0.0673,9.86,0.768,0.102,False,13.3,False,0.00051,719.0,719.0,False,53.4,False,18.4,53.3,0.148,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0773,8.2,0.945,0.115,False,14.6,False,0.000514,723.0,724.0,False,53.3,False,20.2,53.3,0.182,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0957,8.7,1.01,0.148,False,15.0,False,0.000444,729.0,729.0,False,53.3,False,19.0,53.3,0.193,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0822,7.51,0.96,0.115,False,14.2,False,0.000205,734.0,735.0,False,53.3,False,23.6,53.3,0.185,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0812,4.56,0.827,0.055,False,12.2,False,7e-05,739.0,740.0,False,53.4,False,20.4,53.3,0.159,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0586,2.48,0.964,0.0935,False,11.1,False,-7.5e-06,745.0,745.0,False,53.3,False,21.4,53.3,0.186,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0528,2.94,1.01,0.089,False,12.5,False,2.16e-05,750.0,751.0,False,53.3,False,19.5,53.3,0.195,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.055,2.94,0.756,0.112,False,20.1,False,-5.98e-06,755.0,756.0,False,53.5,False,15.2,53.3,0.143,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0578,9.32,1.05,0.14,False,14.6,False,2.14e-05,761.0,761.0,False,53.2,False,23.5,53.3,0.203,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0493,2.59,0.924,0.142,False,14.5,False,0.0,766.0,767.0,False,53.3,False,20.8,53.3,0.179,0,1
4.0,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0379,2.29,0.905,0.16,False,16.5,False,-9.51e-06,772.0,772.0,False,53.3,False,22.6,53.3,0.174,0,1
4.0,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0225,0.57,0.875,0.0913,False,15.4,False,-4.57e-06,777.0,777.0,False,53.4,False,20.2,53.3,0.168,0,1
4.0,6,325.0,324.0,6.0,316.0,29.5,29.5,0.0672,6.25,0.84,0.111,False,13.2,False,0.000112,782.0,783.0,False,53.5,False,17.7,53.3,0.158,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.121,6.98,0.808,0.102,False,12.0,False,0.000536,787.0,788.0,False,53.4,False,20.3,53.3,0.155,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0806,9.26,0.94,0.147,False,14.7,False,0.000501,793.0,793.0,False,53.3,False,24.9,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,317.0,29.5,29.5,0.108,10.6,0.868,0.0442,False,10.0,False,0.000818,798.0,799.0,False,53.4,False,20.1,53.3,0.167,0,1
4.0,6,325.0,324.0,6.0,319.0,29.5,29.5,0.0857,12.6,0.936,0.146,False,12.3,False,0.000708,803.0,804.0,False,53.3,False,19.8,53.3,0.181,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0934,12.2,0.986,0.111,False,11.1,False,0.00101,809.0,809.0,False,53.3,False,19.9,53.3,0.189,0,1
4.0,6,326.0,324.0,6.0,320.0,29.5,29.5,0.102,13.9,0.931,0.0819,False,8.9,False,0.00114,815.0,815.0,False,53.2,False,22.6,53.3,0.178,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0875,12.8,0.907,0.0829,False,5.05,False,0.00107,820.0,820.0,False,53.2,False,25.6,53.3,0.173,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.108,15.1,0.959,0.0874,False,7.96,False,0.0013,825.0,825.0,False,53.3,False,21.4,53.3,0.185,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.106,14.3,0.779,0.113,False,6.62,False,0.0013,831.0,831.0,False,53.4,False,17.5,53.3,0.15,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0875,12.5,1.04,0.0921,False,5.86,False,0.00117,836.0,836.0,False,53.2,False,25.0,53.3,0.198,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0892,12.4,1.06,0.091,False,6.39,False,0.00115,841.0,842.0,False,53.3,False,22.2,53.3,0.204,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.114,14.1,0.816,0.0899,False,6.02,False,0.00142,847.0,847.0,False,53.4,False,14.1,53.3,0.155,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0937,13.6,1.02,0.0893,False,6.41,False,0.00109,852.0,852.0,False,53.3,False,26.2,53.3,0.197,0,1
4.0,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0881,14.1,0.935,0.0901,False,5.8,False,0.00109,857.0,858.0,False,53.3,False,23.4,53.3,0.181,0,1
4.0,6,326.0,325.0,6.0,322.0,29.5,29.5,0.095,14.0,0.921,0.0775,False,5.38,False,0.00118,862.0,863.0,False,53.4,False,14.8,53.3,0.177,0,1
4.0,6,326.0,325.0,6.0,322.0,29.5,29.5,0.0942,13.7,0.872,0.0897,False,6.31,False,0.0011,868.0,868.0,False,53.4,False,17.5,53.3,0.167,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0858,13.7,0.942,0.0758,False,5.96,False,0.00104,873.0,873.0,False,53.3,False,26.1,53.3,0.181,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0766,12.8,0.776,0.0916,False,6.07,False,0.000956,879.0,879.0,False,53.4,False,18.3,53.3,0.149,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0985,11.5,0.94,0.0897,False,5.88,False,0.00124,883.0,884.0,False,53.3,False,19.5,53.3,0.181,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.111,13.2,0.911,0.091,False,7.1,False,0.00145,889.0,890.0,False,53.4,False,21.3,53.3,0.176,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0932,12.6,0.948,0.0896,False,5.1,False,0.00119,894.0,895.0,False,53.3,False,22.6,53.3,0.182,0,1
4.0,6,326.0,325.0,6.0,323.0,29.5,29.5,0.0875,12.9,0.907,0.0888,False,5.34,False,0.00116,900.0,900.0,False,53.2,False,25.5,53.3,0.172,0,1
4.0,6,325.0,324.0,6.0,318.0,29.5,29.5,0.0797,12.0,0.929,0.0881,False,6.05,False,0.00103,905.0,906.0,False,53.3,False,23.9,53.3,0.179,0,1
4.0,6,325.0,324.0,6.0,317.0,29.5,29.5,0.0912,14.4,0.997,0.0898,False,6.28,False,0.00115,910.0,911.0,False,53.3,False,16.3,53.3,0.192,0,1
4.0,6,326.0,325.0,6.0,316.0,29.5,29.5,0.118,13.8,0.939,0.0888,False,6.29,False,0.00148,916.0,916.0,False,53.4,False,19.4,53.3,0.181,0,1
4.0,6,325.0,324.0,6.0,322.0,29.5,29.5,0.0849,13.3,0.873,0.0761,False,6.66,False,0.0011,921.0,921.0,False,53.4,False,17.2,53.3,0.166,0,1
4.0,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0808,12.7,0.81,0.093,False,6.21,False,0.00104,927.0,927.0,False,53.4,False,13.9,53.3,0.153,0,1
4.0,6,326.0,324.0,6.0,317.0,29.5,29.5,0.105,13.6,1.02,0.0884,False,5.8,False,0.00135,932.0,932.0,False,53.3,False,24.1,53.3,0.198,0,1
4.0,6,325.0,324.0,6.0,322.0,29.5,29.5,0.0876,13.7,0.897,0.14,False,9.13,False,0.00103,937.0,937.0,False,53.4,False,17.7,53.3,0.172,0,1
4.0,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0893,11.8,0.744,0.0658,False,7.67,False,0.00103,943.0,943.0,False,53.4,False,18.3,53.3,0.142,0,1
4.0,6,325.0,324.0,6.0,322.0,29.5,29.5,0.0852,11.9,0.879,0.0849,False,9.08,False,0.00092,948.0,948.0,False,53.3,False,18.3,53.3,0.168,0,1
4.0,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0737,9.08,0.948,0.131,False,12.8,False,0.000602,953.0,953.0,False,53.3,False,25.2,53.3,0.182,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0972,10.2,0.77,0.102,False,13.6,False,0.000578,959.0,959.0,False,53.4,False,18.3,53.3,0.148,0,1
4.0,6,326.0,324.0,6.0,317.0,29.5,29.5,0.107,5.92,1.0,0.0859,False,13.8,False,0.000395,964.0,964.0,False,53.3,False,20.0,53.3,0.193,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0807,3.36,0.902,0.108,False,13.7,False,2.51e-05,969.0,970.0,False,53.4,False,21.7,53.3,0.174,0,1
4.0,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0621,4.24,0.912,0.111,False,15.1,False,9.51e-06,975.0,975.0,False,53.2,False,21.3,53.3,0.175,0,1
4.0,6,326.0,324.0,6.0,323.0,29.5,29.5,0.0435,2.99,0.895,0.076,False,13.3,False,-6.12e-06,980.0,980.0,False,53.2,False,25.7,53.3,0.17,0,1
4.0,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0617,2.8,0.939,0.0717,False,12.6,False,1.83e-05,985.0,986.0,False,53.3,False,24.0,53.3,0.18,0,1
4.0,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0675,3.45,0.766,0.125,False,14.5,False,1.98e-05,991.0,991.0,False,53.4,False,18.2,53.3,0.148,0,1
4.0,6,326.0,324.0,6.0,322.0,29.5,29.5,0.0391,3.29,1.03,0.155,False,16.0,False,0.0,996.0,996.0,False,53.1,False,25.2,53.3,0.197,0,1
4.0,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0676,0.985,1.05,0.149,False,14.8,False,1.02e-05,1000.0,1000.0,False,53.2,False,23.5,53.3,0.202,0,1
