clamp_pressure,feedrate,X1_OutputCurrent,Y1_OutputCurrent,M1_CURRENT_FEEDRATE,S1_OutputCurrent,Z1_ActualPosition,Z1_CommandPosition,X1_DCBusVoltage,X1_OutputVoltage,S1_DCBusVoltage,Y1_DCBusVoltage,Y1_OutputVoltage,X1_OutputPower,S1_ActualPosition,S1_CommandPosition,S1_ActualVelocity,S1_CurrentFeedback,S1_CommandVelocity,S1_OutputPower,tool_condition,experiment_id
2.5,6,326.0,325.0,6.0,323.0,29.5,29.5,0.103,14.0,0.894,0.0811,6.15,0.00125,-45.3,-44.9,53.2,27.3,53.3,0.169,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0241,1.04,2.72e-19,0.0192,2.33,0.0,-486.0,-486.0,0.0,0.831,0.0,1.06e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0216,1.58,2.72e-19,0.0154,0.433,-1.33e-06,-486.0,-486.0,-0.004,0.523,0.0,-6.08e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0246,0.772,2.72e-19,0.0129,1.3,0.0,-486.0,-486.0,0.001,0.248,0.0,-6.78e-08,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0193,1.83,2.72e-19,0.0134,0.758,0.0,-486.0,-486.0,0.001,0.523,0.0,-2.04e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0244,5.78,2.72e-19,0.0195,1.81,1.19e-06,-486.0,-486.0,0.0,0.248,0.0,-1.63e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0233,1.88,2.72e-19,0.0205,0.845,0.0,-486.0,-486.0,0.0,0.831,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.026,3.08,2.72e-19,0.0161,0.486,2.72e-06,-486.0,-486.0,0.001,0.523,0.0,-2.14e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0175,1.32,2.72e-19,0.0167,0.315,-1.04e-06,-486.0,-486.0,0.001,1.66,0.0,-2.32e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0169,1.99,2.72e-19,0.0204,0.276,1.27e-06,-486.0,-486.0,0.001,0.555,0.0,6.71e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0207,2.17,2.72e-19,0.0132,1.54,1.8e-06,-486.0,-486.0,-0.002,0.798,0.0,-1.78e-06,0,4
2.5,6,329.0,328.0,6.0,328.0,119.0,119.0,0.0185,2.51,2.72e-19,0.0295,0.496,-2.52e-06,-486.0,-486.0,-0.001,-0.0597,0.0,-2.86e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0183,1.16,2.72e-19,0.0167,0.352,0.0,-486.0,-486.0,0.00175,0.28,0.0,-7.69e-07,0,4
2.5,6,329.0,328.0,50.0,328.0,29.5,29.5,0.0203,0.19,2.75e-19,0.0178,0.526,-4.42e-07,324.0,324.0,29.4,-0.138,0.0,0.00017,0,4
2.5,6,329.0,328.0,50.0,329.0,29.5,29.5,0.0341,2.53,2.75e-19,0.0136,2.28,-1.69e-06,327.0,327.0,26.4,-0.709,0.0,-0.00063,0,4
2.5,6,329.0,327.0,50.0,328.0,29.5,29.5,0.0184,1.13,2.75e-19,0.0184,1.0,0.0,329.0,329.0,23.4,-0.127,0.0,0.00101,0,4
2.5,6,329.0,327.0,50.0,328.0,29.9,30.1,0.0254,0.0727,2.75e-19,0.0136,2.4,0.0,331.0,331.0,20.6,0.554,0.0,0.00141,0,4
2.5,6,328.0,327.0,50.0,328.0,34.6,35.1,0.0306,1.03,2.75e-19,0.0159,0.906,0.0,333.0,333.0,17.7,0.342,0.0,-0.000822,0,4
2.5,6,328.0,327.0,50.0,328.0,39.6,40.1,0.0217,1.19,2.75e-19,0.0141,1.82,-4.85e-07,335.0,335.0,15.1,0.399,0.0,0.000359,0,4
2.5,6,328.0,326.0,50.0,328.0,44.6,45.1,0.0154,1.04,2.75e-19,0.0167,1.45,4.53e-07,336.0,336.0,12.3,0.296,0.0,-0.000364,0,4
2.5,6,327.0,326.0,50.0,327.0,49.6,50.1,0.0201,1.79,2.75e-19,0.0151,2.34,0.0,337.0,337.0,9.76,0.0603,0.0,0.000379,0,4
2.5,6,328.0,326.0,50.0,327.0,54.6,55.1,0.0246,3.79,2.75e-19,0.0157,0.387,-1.27e-06,338.0,338.0,7.46,-0.219,0.0,4.94e-05,0,4
2.5,6,328.0,326.0,50.0,327.0,59.6,60.1,0.0144,0.851,2.75e-19,0.0176,0.428,-1.51e-06,339.0,339.0,5.01,-0.0122,0.0,0.00037,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.103,11.9,0.88,0.0991,11.4,0.00114,-419.0,-418.0,53.4,19.3,53.3,0.168,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.096,12.1,0.735,0.0833,9.12,0.000929,-414.0,-413.0,53.4,17.6,53.3,0.141,0,4
2.5,6,326.0,325.0,6.0,320.0,29.5,29.5,0.114,11.5,1.09,0.107,11.5,0.000966,-408.0,-408.0,53.2,27.4,53.3,0.208,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.109,12.3,0.876,0.0617,9.79,0.00074,-403.0,-402.0,53.4,19.1,53.3,0.166,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.103,10.4,0.826,0.116,13.3,0.000669,-398.0,-397.0,53.4,20.8,53.3,0.159,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0754,9.18,1.05,0.0624,11.1,0.000345,-392.0,-392.0,53.2,22.6,53.3,0.202,0,4
2.5,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0739,6.76,0.815,0.127,14.0,0.000239,-387.0,-386.0,53.4,22.1,53.3,0.155,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.0725,7.33,0.926,0.0957,14.2,0.000104,-382.0,-381.0,53.3,21.4,53.3,0.179,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.0865,4.42,1.01,0.101,13.3,2.76e-05,-376.0,-376.0,53.3,20.1,53.3,0.196,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0849,13.2,0.932,0.0254,2.19,0.00102,-371.0,-370.0,53.3,26.2,53.3,0.179,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.0899,12.7,0.932,0.0947,6.12,0.00115,-40.2,-39.7,53.3,21.6,53.3,0.181,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.11,13.3,1.02,0.0963,5.27,0.00141,-34.9,-34.4,53.3,25.4,53.3,0.196,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.102,14.1,0.783,0.0959,5.97,0.00126,-29.5,-29.1,53.5,15.1,53.3,0.149,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.0944,12.7,1.03,0.0968,4.43,0.00121,-24.2,-23.7,53.2,26.7,53.3,0.2,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.102,13.5,0.913,0.0963,5.09,0.00132,-18.9,-18.4,53.4,22.8,53.3,0.176,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.107,14.2,0.765,0.0997,7.05,0.00142,-13.5,-13.1,53.4,19.7,53.3,0.146,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.109,14.6,1.1,0.0955,6.15,0.00137,-8.19,-7.75,53.2,27.5,53.3,0.212,0,4
2.5,6,326.0,325.0,6.0,315.0,29.5,29.5,0.0926,14.3,0.913,0.0942,5.26,0.00119,-2.85,-2.42,53.4,20.3,53.3,0.172,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.0871,12.4,0.873,0.0941,5.37,0.00113,2.48,2.92,53.4,22.2,53.3,0.168,0,4
2.5,6,326.0,325.0,6.0,317.0,29.5,29.5,0.104,14.0,1.05,0.0982,4.03,0.00136,7.81,8.25,53.3,23.1,53.3,0.202,0,4
2.5,6,327.0,325.0,50.0,327.0,119.0,119.0,0.155,71.1,2.75e-19,0.226,76.8,0.0165,339.0,339.0,-0.00125,0.35,0.0,1.3e-06,0,4
2.5,6,325.0,323.0,50.0,327.0,119.0,119.0,0.186,71.5,2.75e-19,0.199,70.8,0.0197,339.0,339.0,-0.001,0.247,0.0,9.63e-07,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0223,1.56,2.75e-19,0.0359,36.2,3.46e-06,339.0,339.0,0.00075,0.26,0.0,0.0,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0217,2.18,2.75e-19,0.0282,0.239,-1.87e-06,339.0,339.0,-0.00075,0.35,0.0,0.0,0,4
2.5,6,329.0,327.0,50.0,328.0,119.0,119.0,0.0202,3.51,2.75e-19,0.0163,2.83,-3.16e-06,339.0,339.0,0.0,0.556,0.0,0.0,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0306,2.76,2.75e-19,0.015,1.35,2.13e-06,339.0,339.0,-0.001,0.363,0.0,-7.58e-07,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.02,2.11,2.75e-19,0.0274,1.93,-1.16e-06,339.0,339.0,0.0,0.247,0.0,0.0,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0227,0.527,2.75e-19,0.0173,0.807,0.0,339.0,339.0,0.0,0.0665,0.0,1.27e-06,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0249,0.872,2.75e-19,0.015,1.64,-4.39e-06,339.0,339.0,-0.001,0.0666,0.0,-5.46e-06,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.0265,2.56,2.75e-19,0.0178,2.72,1.77e-06,339.0,339.0,0.0,0.169,0.0,1.94e-06,0,4
2.5,6,328.0,327.0,50.0,328.0,119.0,119.0,0.024,1.53,2.75e-19,0.0206,1.53,-2.18e-06,339.0,339.0,0.0,0.363,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0183,1.6,2.75e-19,0.014,0.759,-1.81e-06,339.0,339.0,-0.00075,0.157,0.0,2.34e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0194,1.56,2.75e-19,0.0184,0.696,0.0,339.0,339.0,0.0,0.518,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0251,1.19,2.75e-19,0.0155,1.58,0.0,339.0,339.0,0.001,0.157,0.0,-9.7e-07,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0161,1.13,2.75e-19,0.0153,0.749,2.62e-06,339.0,339.0,0.0,0.26,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0268,0.625,2.75e-19,0.0194,0.149,0.0,339.0,339.0,-0.001,0.157,0.0,-1.09e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0219,1.19,2.75e-19,0.0206,1.14,1.66e-06,339.0,339.0,0.001,0.054,0.0,-9.81e-07,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0285,1.77,2.75e-19,0.0139,0.508,0.0,339.0,339.0,0.001,0.0666,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0195,1.09,2.75e-19,0.0162,0.952,0.0,339.0,339.0,-0.004,0.0667,0.0,-1.3e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0173,1.94,2.75e-19,0.0194,1.04,2.11e-06,339.0,339.0,0.0,0.35,0.0,1.1e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0217,0.594,2.75e-19,0.0159,0.21,3.86e-06,339.0,339.0,0.0,0.363,0.0,0.0,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.123,14.4,0.888,0.0983,5.66,0.00154,13.1,13.6,53.4,23.9,53.3,0.169,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.0727,13.6,0.999,0.0945,5.21,0.000889,18.5,18.9,53.3,23.3,53.3,0.193,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.0875,13.6,1.04,0.0932,5.92,0.00114,23.8,24.3,53.3,22.2,53.3,0.201,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.114,13.4,1.01,0.0967,6.07,0.00147,29.1,29.6,53.3,27.5,53.3,0.194,0,4
2.5,6,326.0,324.0,6.0,317.0,29.5,29.5,0.105,12.7,0.855,0.0932,5.17,0.0013,34.5,34.9,53.4,18.1,53.3,0.165,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.112,19.1,0.986,0.0929,5.26,0.00137,39.8,40.3,53.3,23.9,53.3,0.191,0,4
2.5,6,325.0,324.0,6.0,316.0,29.5,29.5,0.288,23.6,1.05,0.0992,4.98,0.00364,45.1,45.6,53.3,25.9,53.3,0.203,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.0812,13.6,0.795,0.0922,7.43,0.000983,50.5,50.9,53.5,15.3,53.3,0.151,0,4
2.5,6,326.0,325.0,6.0,316.0,29.5,29.5,0.119,14.4,1.05,0.11,10.0,0.00125,55.8,56.3,53.2,26.6,53.3,0.203,0,4
2.5,6,326.0,324.0,6.0,316.0,29.5,29.5,0.102,12.2,0.96,0.116,12.5,0.000984,61.1,61.6,53.4,23.1,53.3,0.185,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0319,1.07,2.72e-19,0.0155,0.959,0.0,-486.0,-486.0,0.0,0.523,0.0,-2.41e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0187,1.09,2.72e-19,0.0183,2.61,0.0,-486.0,-486.0,0.0,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0206,1.69,2.72e-19,0.0157,2.36,2.78e-06,-486.0,-486.0,0.0,-0.4,0.0,4.41e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.019,1.59,2.72e-19,0.0169,2.25,-2.77e-06,-486.0,-486.0,-0.001,2.06,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0214,0.75,2.72e-19,0.0185,0.89,-9.04e-07,-486.0,-486.0,0.0,0.798,0.0,-2.03e-06,0,4
2.5,6,329.0,327.0,6.0,328.0,119.0,119.0,0.0214,2.42,2.72e-19,0.0173,3.01,-4.8e-07,-486.0,-486.0,0.0,-0.0598,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,328.0,119.0,119.0,0.024,3.16,2.72e-19,0.0218,2.22,1.21e-06,-486.0,-486.0,-0.001,0.798,0.0,-3.8e-06,0,4
2.5,6,329.0,327.0,6.0,328.0,119.0,119.0,0.0194,1.31,2.72e-19,0.02,0.909,2.01e-06,-486.0,-486.0,0.0,0.215,0.0,4.03e-06,0,4
2.5,6,329.0,327.0,6.0,328.0,119.0,119.0,0.0294,1.11,2.72e-19,0.0197,1.96,0.0,-486.0,-486.0,0.0,0.555,0.0,0.0,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0239,1.53,2.72e-19,0.0298,0.583,1.14e-06,-486.0,-486.0,0.00325,0.798,0.0,-4.5e-06,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0754,12.8,0.811,0.0146,1.9,0.000935,-366.0,-365.0,53.4,15.8,53.3,0.156,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.0935,13.5,0.932,0.0196,1.29,0.0012,-360.0,-360.0,53.3,21.4,53.3,0.18,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.11,14.7,0.979,0.0157,2.12,0.00138,-355.0,-354.0,53.3,24.7,53.3,0.189,0,4
2.5,6,326.0,324.0,6.0,318.0,29.5,29.5,0.112,13.6,0.786,0.0231,2.03,0.00139,-350.0,-349.0,53.5,15.0,53.3,0.149,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.088,8.02,1.0,0.0569,13.0,0.000236,-344.0,-344.0,53.2,25.2,53.3,0.193,0,4
2.5,6,326.0,324.0,6.0,318.0,29.5,29.5,0.0886,8.59,0.897,0.111,13.1,0.000397,-339.0,-338.0,53.4,21.8,53.3,0.173,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.103,9.86,0.723,0.0851,13.7,0.000609,-334.0,-333.0,53.4,17.2,53.3,0.138,0,4
2.5,6,326.0,324.0,6.0,319.0,29.5,29.5,0.111,11.9,1.08,0.131,14.5,0.000812,-328.0,-328.0,53.1,27.6,53.3,0.207,0,4
2.5,6,326.0,325.0,6.0,318.0,29.5,29.5,0.0704,12.1,0.869,0.0923,12.1,0.000626,-323.0,-322.0,53.4,16.4,53.3,0.164,0,4
2.5,6,326.0,325.0,6.0,319.0,29.5,29.5,0.109,13.1,0.821,0.0825,9.15,0.00123,-318.0,-317.0,53.3,21.0,53.3,0.158,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0268,0.108,2.72e-19,0.0209,1.68,-8.4e-07,-486.0,-486.0,-0.001,0.523,0.0,4.48e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0205,1.87,2.72e-19,0.0255,1.14,0.0,-486.0,-486.0,-0.00175,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0203,1.52,2.72e-19,0.0162,2.88,-2.56e-06,-486.0,-486.0,-0.001,-0.0273,0.0,-4.74e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0255,1.38,2.72e-19,0.0179,2.82,5.13e-07,-486.0,-486.0,0.0,0.863,0.0,3.46e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0284,2.0,2.72e-19,0.0159,1.19,-1.02e-06,-486.0,-486.0,0.001,0.555,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0569,1.87,2.72e-19,0.0168,2.87,-1.97e-06,-486.0,-486.0,-0.001,0.556,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0291,1.23,2.72e-19,0.0145,0.995,0.0,-486.0,-486.0,-0.001,0.555,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0239,5.35,2.72e-19,0.0163,0.808,-3.3e-06,-486.0,-486.0,0.002,-0.0597,0.0,5.6e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0257,0.334,2.72e-19,0.0176,0.218,-4.43e-06,-486.0,-486.0,-0.001,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0158,2.28,2.72e-19,0.0139,3.05,-1.06e-06,-486.0,-486.0,0.00175,0.555,0.0,-2.66e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0183,0.622,2.72e-19,0.0259,3.29,0.0,-486.0,-486.0,0.00075,-0.0273,0.0,-5.22e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0347,2.21,2.72e-19,0.0197,1.78,0.0,-486.0,-486.0,-0.00075,0.523,0.0,-1.56e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.02,0.921,2.72e-19,0.0149,1.85,-2.89e-06,-486.0,-486.0,0.00075,0.831,0.0,-2.92e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0178,0.876,2.72e-19,0.0185,1.77,0.0,-486.0,-486.0,0.0,0.215,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.02,2.17,2.72e-19,0.0268,6.38,1.03e-06,-486.0,-486.0,0.001,-0.367,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0207,1.43,2.72e-19,0.0165,1.15,0.0,-486.0,-486.0,0.002,0.215,0.0,2.66e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0199,2.19,2.72e-19,0.025,1.31,-6.8e-07,-486.0,-486.0,0.004,0.183,0.0,2.58e-06,0,4
2.5,6,328.0,326.0,50.0,328.0,117.0,117.0,0.128,29.6,2.72e-19,0.18,50.0,0.00492,-486.0,-486.0,0.001,0.555,0.0,0.0,0,4
2.5,6,328.0,326.0,50.0,328.0,114.0,113.0,0.105,27.2,2.72e-19,0.158,46.7,0.00392,-486.0,-486.0,-0.001,0.523,0.0,2.43e-06,0,4
2.5,6,328.0,326.0,50.0,328.0,110.0,110.0,0.113,30.3,2.72e-19,0.163,48.0,0.00421,-486.0,-486.0,0.0,-0.367,0.0,2.52e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0172,1.71,2.72e-19,0.0174,0.485,0.0,-486.0,-486.0,0.001,0.831,0.0,-2.88e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0175,1.39,2.72e-19,0.0327,2.18,0.0,-486.0,-486.0,-0.001,0.798,0.0,2.54e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0173,1.93,2.72e-19,0.0171,4.65,2.07e-06,-486.0,-486.0,0.0,0.831,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0217,1.26,2.72e-19,0.0157,0.965,1.91e-06,-486.0,-486.0,0.0,2.71,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0199,0.612,2.72e-19,0.0144,2.44,0.0,-486.0,-486.0,-0.00075,-0.61,0.0,-5.04e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0396,7.8,2.72e-19,0.0158,1.54,0.0,-486.0,-486.0,0.0,0.523,0.0,1.38e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0173,0.661,2.72e-19,0.0155,1.85,2.59e-06,-486.0,-486.0,0.001,0.555,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0172,1.4,2.72e-19,0.0138,1.36,0.0,-486.0,-486.0,0.001,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0211,0.362,2.72e-19,0.0265,2.17,0.0,-486.0,-486.0,-0.001,-1.29,0.0,-4.76e-06,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.021,1.22,2.72e-19,0.0192,2.71,-1.45e-06,-486.0,-486.0,0.001,0.28,0.0,2.28e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0224,2.06,2.72e-19,0.0168,2.23,1.37e-06,-486.0,-486.0,-0.00075,0.831,0.0,-5.44e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0233,0.837,2.72e-19,0.0276,2.78,0.0,-486.0,-486.0,0.0,0.215,0.0,-1.81e-06,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0189,0.795,2.72e-19,0.0162,0.851,3.25e-06,-486.0,-486.0,-0.001,0.523,0.0,-1.67e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0219,0.142,2.72e-19,0.0201,2.74,-1.3e-06,-486.0,-486.0,0.00075,0.491,0.0,-4.56e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0292,2.61,2.72e-19,0.0166,0.359,2.93e-06,-486.0,-486.0,0.00175,0.28,0.0,-2.33e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0185,1.94,2.72e-19,0.0174,0.736,0.0,-486.0,-486.0,0.001,-1.01,0.0,1.2e-06,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0247,1.91,2.72e-19,0.0168,0.277,3.29e-06,-486.0,-486.0,0.001,-0.367,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0179,0.236,2.72e-19,0.015,1.73,-7.03e-07,-486.0,-486.0,-0.00225,0.523,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0217,0.113,2.72e-19,0.0145,0.724,-1.03e-06,-486.0,-486.0,-0.00175,0.248,0.0,-3.88e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.018,1.1,2.72e-19,0.0202,1.98,-9.5e-07,-486.0,-486.0,-0.003,-0.368,0.0,-2.87e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0221,1.01,2.72e-19,0.0164,0.432,0.0,-486.0,-486.0,-0.001,-0.983,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0192,3.24,2.75e-19,0.0268,7.86,7.26e-07,339.0,339.0,0.001,0.26,0.0,1.21e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0187,0.324,2.75e-19,0.014,1.28,-2.87e-06,339.0,339.0,0.0,0.556,0.0,-1.39e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0159,1.19,2.75e-19,0.0154,2.1,1.72e-06,339.0,339.0,0.00225,0.157,0.0,-2.36e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0258,2.52,2.75e-19,0.0278,3.43,0.0,339.0,339.0,-0.001,0.247,0.0,-1.08e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0158,1.43,2.75e-19,0.0147,3.52,0.0,339.0,339.0,-0.001,0.0666,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0177,1.44,2.75e-19,0.0168,3.3,-2.17e-06,339.0,339.0,0.0,0.453,0.0,1.33e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0217,4.26,2.75e-19,0.016,3.58,0.0,339.0,339.0,-0.002,0.26,0.0,-1e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.019,1.04,2.75e-19,0.0165,0.623,3.18e-06,339.0,339.0,-0.002,0.247,0.0,-1.45e-06,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0342,1.68,2.75e-19,0.0144,0.942,1.74e-06,339.0,339.0,0.001,0.35,0.0,0.0,0,4
2.5,6,329.0,328.0,50.0,329.0,119.0,119.0,0.0214,2.15,2.75e-19,0.0169,1.04,8.82e-07,339.0,339.0,-0.002,0.337,0.0,-2.47e-06,0,4
2.5,6,329.0,327.0,6.0,329.0,119.0,119.0,0.0181,1.18,2.72e-19,0.0206,1.83,-1.66e-06,-486.0,-486.0,0.001,0.248,0.0,2.17e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.017,1.31,2.72e-19,0.0219,1.45,-3.16e-07,-486.0,-486.0,-0.001,0.248,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0199,1.63,2.72e-19,0.0313,4.35,-4.14e-06,-486.0,-486.0,0.001,0.831,0.0,2.93e-06,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0207,0.384,2.72e-19,0.0164,1.86,1.42e-06,-486.0,-486.0,-0.001,0.798,0.0,0.0,0,4
2.5,6,329.0,328.0,6.0,329.0,119.0,119.0,0.0216,1.46,2.72e-19,0.015,0.171,-1.03e-06,-486.0,-486.0,0.0,0.523,0.0,1.34e-06,0,4
